from,to,timestamp
48,13,926389620
67,13,926418960
67,13,926418960
75,147,926430480
67,48,926498640
67,13,926935080
67,13,926997360
48,50,927270780
48,50,927270780
48,13,927536400
67,48,927598320
67,13,927616080
67,13,927616080
48,13,927692280
48,67,927692280
48,147,927692280
48,50,927692280
48,13,927699420
48,147,927699420
48,147,927699420
48,147,927792960
48,50,927859260
48,13,927878580
48,67,927878580
48,147,927878580
48,50,927878580
67,13,927887100
67,13,928211880
48,13,928217280
48,67,928217280
48,147,928217280
48,50,928217280
48,13,928287600
48,67,928287600
48,147,928287600
48,50,928287600
48,38,928287600
48,147,928382940
48,147,928385880
48,147,928986480
75,49,929352000
67,147,929356560
75,75,929362560
67,147,929434500
75,49,929446800
75,49,929594460
67,147,929608020
75,49,929696040
75,49,930536820
75,49,930624600
75,49,930625860
75,49,930631200
67,13,930793800
67,13,931236420
67,147,931237740
67,50,931237740
67,13,931237740
67,48,931237740
48,13,931248840
48,67,931248840
48,147,931248840
48,50,931248840
48,13,931346160
48,67,931346160
48,147,931346160
48,50,931346160
107,54,931419120
107,107,931419120
67,147,931420440
67,50,931420440
67,13,931420440
67,48,931420440
50,67,932093100
48,13,932109720
48,67,932109720
48,147,932109720
48,50,932109720
67,13,932705760
67,13,932705760
67,13,932707380
67,13,932707500
107,54,932715480
107,54,932715480
67,50,933040020
48,147,933063840
67,13,933126720
48,27,933128880
67,13,933128880
67,13,933135060
67,50,933146220
48,13,933298800
67,147,933560580
67,13,933566340
67,13,933591060
67,13,933654660
67,13,933661980
96,67,933675960
75,49,933849240
67,13,933905460
67,13,934257960
67,50,934339380
67,13,934339380
67,50,934346100
48,13,934347060
48,67,934347060
48,147,934347060
48,50,934347060
67,50,934355340
67,50,934425480
67,13,934425480
67,48,934425480
67,147,934425480
48,147,934438140
67,50,934452060
48,67,934453200
48,13,934513860
48,67,934513860
48,147,934513860
48,50,934513860
151,66,934769820
151,129,934769820
151,66,934769820
151,129,934769820
48,27,934871340
48,13,934875120
48,67,934875120
48,147,934875120
48,50,934875120
48,67,935048100
48,67,935048100
67,50,935403360
50,67,935490960
50,67,935490960
67,147,935495400
48,107,935549100
48,50,935553000
48,13,935553000
48,107,935581560
67,147,935631960
48,13,935633340
67,50,935634720
48,50,935739960
48,50,935740620
48,13,935740620
48,147,935740740
48,67,935740740
50,67,935750460
48,13,935982960
48,67,935982960
48,147,935982960
48,50,935982960
48,13,935983860
48,50,935983860
67,50,935993280
67,50,935993280
50,67,935997120
50,67,935999160
50,67,935999160
67,13,936067020
67,13,936067020
48,13,936071100
48,50,936071100
48,13,936072720
48,67,936072720
48,147,936072720
48,50,936072720
67,50,936078600
67,50,936081480
67,50,936081480
67,13,936097800
67,13,936097800
48,67,936175740
67,48,936176100
48,67,936180180
48,67,936180180
48,136,936180660
48,67,936180660
67,147,936187080
67,147,936187080
67,50,936187260
67,13,936187260
48,67,936236700
67,48,936237120
67,147,936237120
67,50,936237120
67,13,936237120
67,48,936237120
67,147,936237120
67,50,936237120
67,13,936237120
67,48,936239940
67,48,936239940
48,67,936242400
67,147,936242820
67,48,936259260
50,67,936268980
48,136,936339660
48,67,936339660
67,48,936341400
67,50,936352140
67,50,936352140
48,67,936353640
48,67,936353640
48,67,936667500
48,147,936667500
67,147,936670140
67,50,936670140
67,13,936670140
67,48,936670140
48,67,936670440
67,50,936670500
67,147,936671700
50,67,936675900
50,67,936675900
50,67,936675900
67,147,936684300
67,50,936684300
67,13,936684300
67,48,936684300
48,67,936684600
48,67,936754020
48,147,936754020
67,13,936757440
67,147,936766500
67,50,936766500
67,13,936766500
67,48,936766500
67,50,936768660
67,13,936768660
67,147,936768900
67,50,936768900
67,13,936768900
67,48,936768900
67,147,936769380
67,50,936770160
67,13,936770160
48,67,936776220
75,142,936780960
75,142,936780960
48,147,936844020
67,147,936844500
75,137,936866040
48,107,936870480
48,107,936870480
48,67,936872160
48,13,936872160
48,67,936872160
48,13,936872160
48,147,936933000
48,13,936933960
48,67,936933960
48,147,936933960
48,50,936933960
67,13,936948420
67,50,937210440
67,147,937212360
48,136,937217160
48,142,937217160
48,27,937217160
48,67,937217160
48,147,937217160
48,50,937217160
48,13,937217160
48,76,937217160
48,13,937299780
67,13,937310340
67,13,937359780
48,147,937447140
67,50,937461540
67,13,937461540
48,13,937542180
48,67,937542180
48,147,937542180
48,50,937542180
67,147,937566780
67,147,937566780
48,147,937800960
75,137,937803360
48,147,937810200
48,13,937814280
48,67,937814280
48,147,937814280
48,50,937814280
48,147,937969320
48,147,938057580
50,67,938407860
48,147,938568240
48,147,938568240
67,13,938570520
67,13,938574480
67,13,938582820
67,13,938602200
67,13,938657040
67,50,938677140
67,147,938681580
67,147,938682300
67,48,938748360
67,48,938748360
67,48,938748360
67,48,938748360
67,147,938749380
67,50,938749380
67,13,938749380
67,48,938749380
67,13,938749500
50,67,939009240
48,147,939019080
48,13,939019080
48,147,939022140
107,48,939217560
48,136,939265800
48,27,939265800
48,107,939265800
48,107,939265800
75,137,939288060
75,137,939354060
67,13,939612720
67,13,939612720
67,13,939613320
67,13,939613320
67,50,939616860
67,13,939622260
67,13,939622260
67,13,939624600
50,67,939639300
147,67,939714360
147,67,939714360
147,27,939714540
147,67,939714540
147,67,939714540
13,48,939803520
48,107,939812880
48,107,939812880
48,107,939812880
48,107,939812880
75,137,939881760
48,147,939886800
75,137,939963240
67,50,940211460
67,13,940213680
50,67,940214520
48,147,940215180
67,13,940228620
48,27,940407300
67,147,940470960
67,13,940472100
67,13,940472100
67,50,940473660
48,13,940492860
67,50,940561140
67,50,940561140
67,50,940561320
